89,67,41,225,
159,84,73,226,
160,107,78,227,
75,99,110,228,
86,235,130,229,
83,235,179,230,
150,235,207,231,
16,68,87,232,
16,63,185,233,
16,73,235,234,
16,105,235,235,
68,105,214,236,
95,102,235,237,
16,16,86,238,
78,38,85,239,
113,16,108,240,
147,16,147,241,
152,16,192,242,
183,39,199,243,
208,197,215,244,
193,87,90,245,
222,98,95,246,
235,117,117,247,
235,175,116,248,
16,16,39,249,
16,16,50,250,
16,16,62,251,
63,213,56,252,
82,235,87,253,
16,97,16,254,
16,109,61,255,
48,213,125,256,
43,211,180,257,
16,235,191,258,
16,172,191,259,
61,171,223,260,
43,93,99,261,
16,121,115,262,
50,146,210,263,
127,160,210,264,
86,98,135,265,
197,104,145,266,
194,127,140,267,
205,140,167,268,
125,112,99,269,
180,180,98,270,
211,192,98,271,
85,106,49,272,
103,134,49,273,
156,170,49,274,
189,180,45,275,
214,214,46,276,
74,87,177,277,
98,110,178,278,
94,149,189,279,
142,163,235,280,
163,195,235,281,
201,215,235,282,
149,99,92,283,
154,122,101,284,
203,173,113,285,
235,205,122,286,
235,235,153,287,
140,183,86,288,
167,235,83,289,
203,235,82,290,
209,235,174,291,
137,154,179,292,
180,167,186,293,
16,62,16,294,
16,74,16,295,
150,68,43,296,
210,103,48,297,
214,131,43,298,
215,157,47,299,
153,142,16,300,
154,142,110,301,
113,90,93,302,
164,88,192,303,
208,105,216,304,
98,49,171,305,
133,51,177,306,
140,80,235,307,
73,48,121,308,
79,129,120,309,
154,154,154,310,
165,165,165,311,
177,177,177,312,
218,206,184,313,
102,99,118,314,
108,98,149,315,
107,104,200,316,
16,153,147,317,
16,199,193,318,
33,216,215,319,
76,218,235,320,
158,48,62,321,
220,52,60,322,
235,77,90,323,
235,127,148,324,
235,157,160,325,
235,189,173,326,
155,135,129,327,
163,134,147,328,
75,65,164,329,
86,68,235,330,
16,78,77,331,
16,100,80,332,
47,166,200,333,
88,182,203,334,
118,207,214,335,
167,224,212,336,
190,235,235,337,
180,16,58,338,
209,37,75,339,
211,101,126,340,
62,16,16,341,
74,16,16,342,
212,16,16,343,
224,16,16,344,
235,196,16,345,
183,72,16,346,
235,78,16,347,
235,118,16,348,
235,158,16,349,
143,72,80,350,
185,73,110,351,
191,82,186,352,
204,67,133,353,
235,73,155,354,
125,46,51,355,
126,125,51,356,
147,124,41,357,
16,183,110,358,
16,235,142,359,
80,235,214,360,
126,235,235,361,
16,27,16,362,
39,39,39,363,
50,16,16,364,
74,34,49,365,
71,45,40,366,
95,43,68,367,
135,110,183,368,
158,138,211,369,
182,160,214,370,
195,185,235,371,
46,53,115,372,
49,72,117,373,
41,74,154,374,
16,94,189,375,
74,77,138,376,
135,77,147,377,
55,16,44,378,
51,36,50,379,
111,49,90,380,
127,83,125,381,
125,124,146,382,
98,122,110,383,
99,139,110,384,
110,167,118,385,
88,117,81,386,
117,141,88,387,
131,216,98,388,
171,155,68,389,
207,173,68,390,
212,208,151,391,
235,206,161,392,
74,64,81,393,
100,73,93,394,
124,77,92,395,
129,182,190,396,
129,180,210,397,
16,49,48,398,
16,72,49,399,
51,103,47,400,
62,140,50,401,
63,177,56,402,
102,195,68,403,
135,152,68,404,
158,197,65,405,
62,117,124,406,
60,160,129,407,
91,216,145,408,
130,85,32,409,
133,98,16,410,
161,98,158,411,
175,117,194,412,
191,153,235,413,
16,16,201,414,
16,16,212,415,
16,16,224,416,
16,16,235,417,
16,16,108,418,
16,16,120,419,
16,16,131,420,
106,48,133,421,
138,49,131,422,
177,155,135,423,
193,235,133,424,
110,110,68,425,
116,123,97,426,
134,159,120,427,
135,208,123,428,
126,194,145,429,
130,235,165,430,
56,97,150,431,
51,129,171,432,
34,56,83,433,
16,50,96,434,
60,130,152,435,
63,154,159,436,
97,151,168,437,
51,104,93,438,
57,125,98,439,
50,141,126,440,
108,141,137,441,
107,162,160,442,
50,50,50,443,
50,77,42,444,
64,84,16,445,
85,84,39,446,
168,92,50,447,
205,112,82,448,
90,52,16,449,
94,45,42,450,
205,56,42,451,
164,49,43,452,
171,45,110,453,
204,43,147,454,
235,16,159,455,
235,16,196,456,
135,45,106,457,
139,111,118,458,
138,115,159,459,
169,136,184,460,
208,138,214,461,
212,155,199,462,
210,179,211,463,
16,143,16,464,
16,154,16,465,
16,165,16,466,
16,151,70,467,
16,195,81,468,
78,193,148,469,
49,16,62,470,
74,16,133,471,
89,16,183,472,
90,16,235,473,
142,16,235,474,
136,16,91,475,
211,21,104,476,
218,60,102,477,
191,72,62,478,
235,88,64,479,
235,134,69,480,
235,135,103,481,
112,170,52,482,
127,235,78,483,
148,235,129,484,
73,116,16,485,
81,157,16,486,
100,195,16,487,
136,210,42,488,
138,181,16,489,
178,191,16,490,
180,214,42,491,
188,235,16,492,
16,55,136,493,
16,82,147,494,
43,105,180,495,
16,123,191,496,
16,138,235,497,
16,170,235,498,
16,200,235,499,
16,235,235,500,
